bookId,title,series,author,genres,characters,pages,publisher,firstPublishDate,awards
10572.A_Clash_of_Kings,A Clash of Kings,A Song of Ice and Fire,George R.R. Martin,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adult', 'Adventure', 'Dragons', 'Audiobook', 'Epic']","['Brandon Stark', 'Catelyn Stark', 'Tyrion Lannister', 'Daenerys Targaryen', 'Eddard Stark', 'Theon Greyjoy', 'Robb Stark', 'Arya Stark', 'Jaime Lannister', 'Joffrey Baratheon', 'Tywin Lannister', 'Stannis Baratheon', 'Melisandre', 'Davos Seaworth', 'Lysa Arryn', 'Petyr Baelish', 'Sansa Stark', 'Varys', 'Hodor', 'Brienne of Tarth', 'Rickon Stark', 'Rhaego', 'Gendry', 'Edric Storm', 'Lord High Captain Ser Imry Florent', 'Selyse Baratheon', 'Shireen Baratheon', 'Margaery Tyrell', 'Mace Tyrell', 'Ser Garlan Tyrell', 'Myrcella Baratheon', ""R'hllor"", 'Hoster Tully', 'Ser Brynden Tully', 'Jeor Mormont', 'Maester Cressen', 'Maester Pylos', 'PatchFace', 'Lord Steffon Baratheon', 'Cassana Baratheon', 'Aerys Targaryen II', 'Ser Harbert', 'Lord Gulian Swann', 'Ser Cortnay Penrose', 'Lord Selwyn the Evenstar', 'Beric Dondarrion', 'Thoros of Myr', 'Bryce Caron', 'Paxter Redwyne', 'Ardrian Celtigar', 'Monford Velaryon', 'Duram Bar Emmon', 'Salladhor Saan', 'Guncer Sunglass', 'Willem Darry', 'Robert Arryn', 'Ser Axell Florent', 'Syrio Forel', 'Lommy Greenhands', 'Hot Pie', 'Praed', ""Jaqen H'ghar"", 'Rorge', 'Reysen', 'Cutjack', 'Woth', 'Gerren', 'Urreg', 'Ser Ilyn Payne', 'Ser Arys Oakheart', 'Ser Boros Blount', 'Ser Meryn Trant', 'Ser Mandon Moore', 'Ser Preston Greenfield', 'Ser Gregor Clegane', 'Lord Gyles Rosby', 'Tanda Stokeworth', 'Lollys Stokeworth', 'Falyse Stokeworth', 'Jalabhar Xho', 'Ermesande Hayford', 'Tyrek Lannister', 'Ser Hobber Redwyne', 'Ser Horas Redwyne', 'Ser Balon Swann', 'Morros Slynt', 'Janos Slynt', 'Lothor Brune', 'Dontos Hollard', 'Ser Aron Santagar', 'Old Nan', 'Septa Mordane', 'Lord Bronn', 'Timett son of Timett', 'Shagga son of Dolf', 'Chella daughter of Cheyk', 'Tysha', 'Vardis Egen', 'Ser Barristan Selmy', 'Lancel Lannister', 'Captain Vylarr', 'Grey Wind', 'Nymeria', 'Shaggydog', 'Walder Frey', 'Little Walder Frey', 'Ser Stevron Frey', 'Black Walder Frey', 'Ser Emmon Frey', 'Red Walder Frey', 'Walder Rivers', 'White Walda', 'Ser Aenys Frey', 'Ser Rodrik Cassel', 'Beth Cassel', 'Farlen', 'Turnip', 'Maester Luwin', 'Septon Chayle', 'Hayhead', 'Mikken', 'Alebelly', 'Joseth', 'Shyra Errol', 'Tomard', 'TomToo', 'Jory Cassel', 'Qhorin Halfhand', 'Pypar', 'Todder', 'Othor', 'Ser Endrew Tarth', 'Conwy', 'Ser Alliser Thorne', 'Donal Noye', 'Thoren Smallwood', 'Jaremy Rykker', 'Waymar Royce', 'Ser Arnell', 'Dywen', 'Olyvar Frey', 'Ser Robin Ryger', 'Ser Cleos Frey', 'Genna Frey', 'Ser Edmure Tully', 'Lord Rickard Karstark', 'Willem Lannister', 'Tion Frey', 'Maester Vyman', 'Marq Piper', 'Karyl Vance', 'Jonos Bracken', 'Jason Mallister', 'Patrek Mallister', 'Greatjon Umber', 'Tytos Blackwood', 'Ser Desmond Grell', 'Burton Crakehall', 'Ser Amory Lorch', 'Ser Stafford Lannister', 'Daven Lannister', 'Allar Deem', 'Ser Jacelyn Bywater', 'Tobho Mott', 'Allard Seaworth', 'Dale Seaworth', 'Maric Seaworth', 'Matthos Seaworth', 'Devan Seaworth', 'Marya Seaworth', 'Septon Barre', 'Hubard Rambton', 'Yohn Royce', 'Balon Greyjoy', 'Alannys Greyjoy', 'Euron Greyjoy', 'Aeron Greyjoy', 'Rodrik Greyjoy', 'Maron Greyjoy', 'Lord Sawane', 'Goodbrother of Great Wyk', 'Sylas Sourmouth', 'Dagmer Cleftjaw', 'Maester Qalen', 'Maester Wendamyr', 'Rakharo', 'Aggo', 'Ko Jhogo', 'Doreah', 'Jhiqui', 'Rhaegal', 'Viserion', 'Drogon', 'Khal Pono', 'Mirri Maz Duur', 'Khal Jhaqo', 'Magister Illyrio', 'Lynesse Hightower', 'Lord Leyton Hightower', 'Gerold Hightower', 'Tregar Ormollen', 'Ryman Frey', 'Hosteen Frey', 'Pyat Pree', 'Xaro Xhoan Daxos', 'Quaithe of the Shadow', 'Bedwyck', 'Eddison Tollett', 'Jarman Buckwell', 'Ser Mallador Locke', 'Sheila Whent', 'Jeyne Poole', 'Maester Frenken', 'Podrick Payne', 'Ironbelly', 'Master Salloreon', 'Chataya', 'Alayaya', 'Wyman Manderly', 'Poxy Tym', 'Halys Hornwood', 'Daryn Hornwood', 'Larence Snow', 'Ser Wendel Manderly', 'Wylis Manderly', 'Roose Bolton', 'Domeric Bolton', 'Ramsay Snow', 'Reek', 'Mors Crowfood', 'Hother Umber', 'Robett Glover', 'Leobald Tallhart', 'Beren Tallhart', 'Benfred Tallhart', 'Ser Helman Tallhart', 'Howland Reed', 'Cley Cerwyn', 'Doran Martell', 'Trystane Martell', 'Elia of Dorne', 'Rhaenys Targaryen', 'Aegon Targaryen', 'Hallyne the Pyromancer', 'Meera Reed', 'Jojen Reed', 'Hallis Mollen', 'Jon Umber', 'Colen of Greenpools', 'Lord Estermont', 'Lord Mathis Rowan', 'Lady Oakheart', 'Lord Randyll Tarly', 'Lucas Blackwood', 'Ser Perwyn Frey', 'Jon Fossoway', 'Guyard Morrigen', 'Tanton Fossoway', 'Craster', 'Mance Rayder', 'Gared', 'Lark the Sisterman', 'Brown Bernarr', 'Sigrin the Shipwright', 'Otter Gimpknee', 'Rymolf Stormdrunk', 'Donnel Locke', 'Maester Colemon', 'The Tickler', 'Polliver', 'Dunsen', 'Mycah', 'Goodwife Amabel', 'Goodwife Harra', 'Weese', 'Quhuru Mo', 'Kevan Lannister', 'Alyn Stackspear', 'Whitesmile Wat', 'Lord Lefford', 'Ser Dunaver', 'Jodge', 'Harys Swyft', 'Maester Tothmure', 'Lord Vargo Hoat', 'Lord Lydden', 'Joss Stilwood', 'Eggon', 'Tobbot', 'Robar Royce', 'SER ROBERT BRAX', 'Lymond Vikary', 'Lord Jast', 'Martyn Lannister', 'Ser Parmen Crane', 'Emmon Cuy', 'Ser Gawen Wylde', 'Edwyn Frey', 'Petyr Frey', 'Aegon Frey', 'Stygg', 'Werlag', 'Urzen', 'Black Lorren', 'Gevin Harlaw', 'Lord Botley', 'Todric', 'Andrik the Unsmiling', 'Lord Drumm of Old Wyk', 'Qarl the Maid', 'Ser Addam Marbrand', 'Ser Lyonel Baratheon', 'Tuffleberry', 'Martyn Rivers', 'Rymund the Rhymer', 'Utherydes Wayn', 'Enger', 'Long Lew', 'Poul Pernford', 'Brandon the Shipwright', 'Mathos Mallarawan', 'Wendello Qar Deeth', 'Egon Emeros the Exquisite', 'Ser Osmund Kettleblack', 'Osney Kettleblack', 'Osfryd Kettleblack', 'Tygett Lannister', 'Alester Florent of Brightwater', 'Lord Meadows', 'Rattleshirt', 'Harma the Dogshead', 'Alfyn Crowkiller', 'Rickard Stark', 'The Weeping Man', 'Symon Silver Tongue', 'Ashara Dayne', 'Flement Brax', 'Pinkeye', 'Ser Cadwyn', 'Ben Blackthumb', 'Shagwell the Fool', 'Squint', 'Gariss', 'Gynir Rednose', 'Gelmarr the Grim', 'Squire Dalbridge', 'Stonesnake', 'Ygritte', 'Ethan Glover', 'Jeffory Mallister', 'Kyle Royce', 'Elbert Arryn', 'Porther', 'Hullen', 'Harridan', 'Ser Arneld', 'Strong Belwas', 'Arstan Whitebeard', 'Walton Steelshanks', 'Septon Utt', 'Qyburn', 'Faithful Ursywck', 'Elmar Frey', 'Ser Jared Frey', 'Harys Haigh', 'Ronel Rivers', 'Lord Crakehall', 'Philip Foote', 'Josmyn Peckledon', 'Willit', 'Dykk Harlaw', 'Endehar', 'Red Rolfe', 'Ulf the Ill', 'Harrag Sheepstealer', 'Kenned the Whale', 'Maester Ballabar', 'Ragwyle', 'Arthur Dayne', 'Dolorous Edd', 'Robin Flint', 'Lord Velaryon', 'Alysanne', 'Prince Rhaegar', 'Maester Aemon', 'King Harren', 'Hal Mollen', 'Fat Tom', 'Maekar Targaryens', 'Moon Boy', 'Bael the Bard', 'Ser Harys Swyft', 'Lord Rossart', 'Elenei', 'Durran Godsgrief', 'Azor Ahai', 'Lord Caswell', 'Chiswyck', 'Lord of Light', 'Lord Cerwyn', 'Lord Hornwood', 'Ser Mark Mullendore', 'Lord Celtigar', 'Ser Errol', 'Prince Tommen', 'Myraham', 'Lord Varner', 'King Daeron', 'Lady Lyanna', 'Lord Caron', 'Esgred', 'High Septon', 'Lady Selyse', 'Robert I Baratheon', 'Big Walder Frey', 'Donella Hornwood', 'SER ROBERT BRAX', 'Lymond Vikary', 'Lord Jast', 'Martyn Lannister', 'Ser Parmen Crane', 'Emmon Cuy', 'Ser Gawen Wylde', 'Edwyn Frey', 'Petyr Frey', 'Aegon Frey', 'Stygg', 'Werlag', 'Urzen', 'Black Lorren', 'Gevin Harlaw', 'Lord Botley', 'Todric', 'Andrik the Unsmiling', 'Lord Drumm of Old Wyk', 'Qarl the Maid', 'Ser Addam Marbrand', 'Ser Lyonel Baratheon', 'Tuffleberry', 'Martyn Rivers', 'Rymund the Rhymer', 'Utherydes Wayn', 'Enger', 'Long Lew', 'Poul Pernford', 'Brandon the Shipwright', 'Mathos Mallarawan', 'Wendello Qar Deeth', 'Egon Emeros the Exquisite', 'Ser Osmund Kettleblack', 'Osney Kettleblack', 'Osfryd Kettleblack', 'Tygett Lannister', 'Alester Florent of Brightwater', 'Lord Meadows', 'Rattleshirt', 'Harma the Dogshead', 'Alfyn Crowkiller', 'Rickard Stark', 'The Weeping Man', 'Symon Silver Tongue', 'Ashara Dayne', 'Flement Brax', 'Pinkeye', 'Ser Cadwyn', 'Ben Blackthumb', 'Shagwell the Fool', 'Squint', 'Gariss', 'Gynir Rednose', 'Gelmarr the Grim', 'Squire Dalbridge', 'Stonesnake', 'Ygritte', 'Ethan Glover', 'Jeffory Mallister', 'Kyle Royce', 'Elbert Arryn', 'Porther', 'Hullen', 'Harridan', 'Ser Arneld', 'Strong Belwas', 'Arstan Whitebeard', 'Walton Steelshanks', 'Septon Utt', 'Qyburn', 'Faithful Ursywck', 'Elmar Frey', 'Ser Jared Frey', 'Harys Haigh', 'Ronel Rivers', 'Lord Crakehall', 'Philip Foote', 'Josmyn Peckledon', 'Dykk Harlaw', 'Endehar', 'Red Rolfe', 'Ulf the Ill', 'Harrag Sheepstealer', 'Kenned the Whale', 'Maester Ballabar', 'Ragwyle', 'Arthur Dayne', 'Dolorous Edd', 'Robin Flint', 'Lord Velaryon', 'Alysanne', 'Prince Rhaegar', 'Maester Aemon', 'King Harren', 'Hal Mollen', 'Fat Tom', 'Maekar Targaryens', 'Moon Boy', 'Bael the Bard', 'Ser Harys Swyft', 'Lord Rossart', 'Elenei', 'Durran Godsgrief', 'Azor Ahai', 'Lord Caswell', 'Chiswyck', 'Lord of Light', 'Lord Cerwyn', 'Lord Hornwood', 'Ser Mark Mullendore', 'Lord Celtigar', 'Ser Errol', 'Prince Tommen', 'Myraham', 'Lord Varner', 'King Daeron', 'Lady Lyanna', 'Lord Caron', 'Esgred', 'High Septon', 'Lady Selyse', 'Ottyn Wythers', 'SER ROBERT BRAX', 'Lymond Vikary', 'Lord Jast', 'Martyn Lannister', 'Ser Parmen Crane', 'Emmon Cuy', 'Ser Gawen Wylde', 'Edwyn Frey', 'Petyr Frey', 'Aegon Frey', 'Stygg', 'Werlag', 'Urzen', 'Black Lorren', 'Gevin Harlaw', 'Lord Botley', 'Todric', 'Andrik the Unsmiling', 'Lord Drumm of Old Wyk', 'Qarl the Maid', 'Ser Addam Marbrand', 'Ser Lyonel Baratheon', 'Tuffleberry', 'Martyn Rivers', 'Rymund the Rhymer', 'Utherydes Wayn', 'Enger', 'Long Lew', 'Poul Pernford', 'Brandon the Shipwright', 'Mathos Mallarawan', 'Egon Emeros the Exquisite', 'Ser Osmund Kettleblack', 'Osney Kettleblack', 'Osfryd Kettleblack', 'Tygett Lannister', 'Alester Florent of Brightwater', 'Lord Meadows', 'Rattleshirt', 'Harma the Dogshead', 'Alfyn Crowkiller', 'Rickard Stark', 'The Weeping Man', 'Symon Silver Tongue', 'Ashara Dayne', 'Flement Brax', 'Pinkeye', 'Ser Cadwyn', 'Ben Blackthumb', 'Shagwell the Fool', 'Squint', 'Gariss', 'Gynir Rednose', 'Gelmarr the Grim', 'Squire Dalbridge', 'Stonesnake', 'Ygritte', 'Ethan Glover', 'Jeffory Mallister', 'Kyle Royce', 'Elbert Arryn', 'Porther', 'Hullen', 'Harridan', 'Ser Arneld', 'Strong Belwas', 'Arstan Whitebeard', 'Walton Steelshanks', 'Septon Utt', 'Qyburn', 'Faithful Ursywck', 'Elmar Frey', 'Ser Jared Frey', 'Harys Haigh', 'Ronel Rivers', 'Lord Crakehall', 'Philip Foote', 'Josmyn Peckledon', 'Willit', 'Dykk Harlaw', 'Endehar', 'Red Rolfe', 'Ulf the Ill', 'Harrag Sheepstealer', 'Kenned the Whale', 'Maester Ballabar', 'Ragwyle', 'Arthur Dayne', 'Dolorous Edd', 'Robin Flint', 'Lord Velaryon', 'Alysanne', 'Prince Rhaegar', 'Maester Aemon', 'King Harren', 'Hal Mollen', 'Fat Tom', 'Maekar Targaryens', 'Moon Boy', 'Bael the Bard', 'Ser Harys Swyft', 'Lord Rossart', 'Elenei', 'Durran Godsgrief', 'Azor Ahai', 'Lord Caswell', 'Chiswyck', 'Lord of Light', 'Lord Cerwyn', 'Lord Hornwood', 'Ser Mark Mullendore', 'Lord Celtigar', 'Ser Errol', 'Prince Tommen', 'Myraham', 'Lord Varner', 'King Daeron', 'Lady Lyanna', 'Lord Caron', 'Esgred', 'High Septon', 'Lady Selyse', 'Samwell Tarly', 'Asha Greyjoy', 'Sandor Clegane', 'Oswell Kettleback', 'Tommen Baratheon', 'Jon Snow', 'Cersei Lannister', 'Jorah Mormont']",969,Bantam,11/16/98,"['Nebula Award Nominee for Best Novel (1999)', 'Locus Award for Best Fantasy Novel (1999)', 'Premio Ignotus for Novela extranjera (2004)']"
40874325-the-shack,The Shack,nan,William Paul Young,"['Fiction', 'Christian', 'Christian Fiction', 'Religion', 'Spirituality', 'Faith', 'Inspirational', 'Christianity', 'Adult Fiction', 'Adult']",['Mackenzie Allen Philips'],294,Windblown Media,05/01/07,['LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']
39832183-the-guernsey-literary-and-potato-peel-pie-society,The Guernsey Literary and Potato Peel Pie Society,nan,Mary Ann Shaffer,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'World War II', 'Book Club', 'War', 'Adult', 'Adult Fiction', 'Books About Books']","['Sophie Kintock', 'Juliet Ashton', 'Dawsey Adams', 'Susan Scott', 'Sidney Stark', 'Elizabeth McKenna', 'Isola Pribby', 'Markham V. Reynolds, Jr.', 'Kit McKenna', 'Adelaide Addison', 'Eben Ramsey', 'Amelia Maugery', 'John Booker', 'Christian Hellman', 'Will Thisbee', 'Clovis Fossey', 'Thomson Stubbins', 'Clara Saussey', 'Sally Ann Frobisher']",291,Dial Press,07/29/08,"['Indies Choice Book Award for Best Indie Buzz Book (Fiction) (2009)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']"
9328.The_House_of_the_Spirits,The House of the Spirits,Del Valle Family,Isabel Allende,"['Fiction', 'Magical Realism', 'Historical Fiction', 'Classics', 'Fantasy', 'Spanish Literature', 'Literature', 'Historical', 'Novels', 'Latin American']","['Esteban Trueba', 'Clara del Valle', 'Férula Trueba', 'Blanca Trueba', 'Jaime Trueba', 'Nicolàs Trueba', 'Pedro Tercero Garcia', 'Alba Trueba', 'Esteban Garcia']",448,Dial Press Trade Paperback,01/02/82,"['Deutscher Hörbuchpreis for Beste Fiktion (2011)', ""Prix du Grand Roman d'évasion (1984)""]"
546018.Roots,Roots: The Saga of an American Family,nan,Alex Haley,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'African American', 'Africa', 'Race', 'Literature', 'Audiobook', 'Novels']","['George Lincoln Rockwell', 'Alex Haley', 'Kunta Kinte']",729,Dell Publishing Company,08/17/76,"['ASJA Outstanding Book Award (1978)', 'Audie Award for Nonfiction (2008)', 'Premio Bancarella (1978)', 'National Book Critics Circle Award Nominee for General Nonfiction (1976)', 'Lillian Smith Book Award (1977)']"
10614.Misery,Misery,nan,Stephen King,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Novels', 'Adult', 'Mystery Thriller', 'Crime', 'Drama']","['Paul Sheldon', 'Annie Wilkes']",370,New English Library,06/08/87,"['Bram Stoker Award for Best Novel (1987)', 'World Fantasy Award Nominee for Best Novel (1988)']"
6294.Howl_s_Moving_Castle,Howl's Moving Castle,Howl's Moving Castle,Diana Wynne Jones,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Magic', 'Middle Grade', 'Childrens', 'Adventure', 'Classics', 'Young Adult Fantasy']","['Michael (angel)', 'Wizard Howl', 'Sophie Hatter', 'Calcifer', 'Witch of the Waste', 'Lily Angorian']",329,Harper Trophy,04/28/86,"[""Phoenix Award (Children's Literature Association) (2006)"", 'Boston Globe-Horn Book Award (1987)']"
350.Stranger_in_a_Strange_Land,Stranger in a Strange Land,nan,Robert A. Heinlein,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Novels', 'Speculative Fiction', 'Philosophy', 'Religion', 'Audiobook']","['Valentine Michael Smith', 'Jubal Harshaw', 'Gillian Boardman, Ben Caxton']",525,Ace,07/28/61,"['Hugo Award for Best Novel (1962)', 'Prometheus Hall of Fame Award (1987)']"
41044096-island-of-the-blue-dolphins,Island of the Blue Dolphins,Island of the Blue Dolphins,Scott O'Dell,"['Young Adult', 'Fiction', 'Historical Fiction', 'Classics', 'Childrens', 'Middle Grade', 'Adventure', 'Historical', 'School', 'Survival']",['Karana'],194,HMH Books for Young Readers,09/09/60,"['Newbery Medal (1961)', 'Lewis Carroll Shelf Award (1961)', 'Nene Award (1964)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1962)"", 'Deutscher Jugendliteraturpreis for Jugendbuch (1963)', ""William Allen White Children's Book Award (1963)""]"
6892870-the-girl-who-kicked-the-hornet-s-nest,The Girl Who Kicked the Hornet's Nest,Millennium,Stieg Larsson,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Adult', 'Sweden', 'Audiobook']","['Lisbeth Salander', 'Mikael Blomkvist', 'Alexander Zalachenko', 'Jan Bublanski', 'Sonja Modig', 'Peter Teleborian', 'Erika Berger', 'Ronald Niedermann', 'Annika Giannini', 'Dragan Armansky', 'Monica Figuerola', 'Torsten Edklinth', 'Dr. Anders Jonasson', 'Gunnar Björck']",566,Knopf,05/28/07,"['Glass Key Award (2008)', 'Audie Award for Thriller/Suspense (2011)', 'Goodreads Choice Award for Mystery & Thriller and Nominee for Favorite Book (2010)', 'LovelyBooks Leserpreis for Krimi (2009)']"
29044.The_Secret_History,The Secret History,nan,Donna Tartt,"['Fiction', 'Mystery', 'Contemporary', 'Literary Fiction', 'Thriller', 'Classics', 'Adult', 'Crime', 'Mystery Thriller', 'Novels']","['Richard Papen', 'Camilla Macaulay', 'Julian Morrow', 'Charles Macaulay', 'Henry Winter', 'Edmund Corcoran', 'Francis Abernathy']",559,Vintage,09/28/92,"['Mekka-prijs (1994)', 'Prix des libraires du Québec for Lauréats hors Québec (1994)']"
48855.The_Diary_of_a_Young_Girl,The Diary of a Young Girl,nan,Anne Frank,"['Nonfiction', 'Classics', 'History', 'Biography', 'Memoir', 'Historical', 'Holocaust', 'Autobiography', 'War', 'World War II']","['Anne Frank', 'Otto Frank', 'Petronella van Daan', 'Hermann van Daan', 'Margot Frank', 'Peter van Daan', 'Edith Frank', 'Miep Gies', 'Albert Dussel', 'Anne Frank']",283,Bantam,06/25/47,['Luisterboek Award Nominee (2008)']
11614718-delirium,Delirium,Delirium,Lauren Oliver,"['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Teen', 'Audiobook', 'Love', 'Post Apocalyptic']","['Hana Tate', 'Magdalena ""Lena"" Ella Haloway-Tiddle', 'Alex Sheathes', 'Carol Tiddle', 'Grace Tiddle']",441,HarperCollins,01/01/11,"['Buxtehuder Bulle (2011)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2013)"", 'Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Favorite Book and for Goodreads Author (2011)', 'Missouri Gateway Readers Award Nominee (2014)']"
6442769-paper-towns,Paper Towns,nan,John Green,"['Young Adult', 'Contemporary', 'Fiction', 'Romance', 'Mystery', 'Realistic Fiction', 'Teen', 'Coming Of Age', 'Adventure', 'Young Adult Contemporary']","['Margo Roth Spiegelman', 'Quentin  Jacobsen', 'Marcus ""Radar"" Lincoln', 'Lacey Pemberton', 'Ben Starling', 'Jason Worthington']",305,Speak,10/16/08,"[""Anthony Award Nominee for Best Children's/Young Adult Novel (2009)"", 'Edgar Award for Best Young Adult (2009)', 'Rhode Island Teen Book Award Nominee (2010)', 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2011)', 'The Inky Awards Nominee for Silver Inky (2009)', 'Lincoln Award Nominee (2011)', 'Bronzener Lufti (2010)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2010)', 'The Inky Awards Shortlist for Silver Inky (2009)', 'Missouri Gateway Readers Award Nominee (2011)', 'Corine Internationaler Buchpreis for Kinder- und Jugendbuch (2010)']"
43814.The_Vampire_Lestat,The Vampire Lestat,The Vampire Chronicles,Anne Rice,"['Horror', 'Fantasy', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Urban Fantasy', 'Gothic', 'Historical Fiction', 'Adult']","['Lestat de Lioncourt', 'Gabrielle de Lioncourt', 'Akasha', 'Marius de Romanus', 'Nicolas de Lenfrent', 'Louis de Pointe du Lac', 'Armand']",481,Ballantine Books,10/28/85,"['Locus Award Nominee for Best Fantasy Novel (1986)', 'World Fantasy Award Nominee for Best Novel (1986)']"
39280444-speak,Speak,nan,Laurie Halse Anderson,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Teen', 'Mental Health', 'High School', 'Coming Of Age', 'School', 'Abuse']","['Ivy Hall', 'Heather', 'Nichole Smythe Burnell', 'Melinda Sordino', 'Andy Evans', 'David Petrakis', 'Mr. Freeman', 'Rachel Bruin']",224,"Farrar, Straus and Giroux (Byr)",10/22/99,"['SCBWI Golden Kite Award for Fiction (1999)', 'Edgar Award Nominee for Best Young Adult (2000)', 'Michael L. Printz Award Nominee (2000)', 'South Carolina Book Award for Young Adult Book Award (2002)', 'Rhode Island Teen Book Award Nominee (2001)', ""Dorothy Canfield Fisher Children's Book Award Nominee (2001)"", 'Evergreen Teen Book Award (2002)', 'Boston Globe-Horn Book Award (2000)', 'California Young Readers Medal Nominee for Young Adult (2003)', 'Lincoln Award Nominee (2005)', ""National Book Award Finalist for Young People's Literature (1999)"", 'Oklahoma Sequoyah Award for YA (2002)', 'Margaret A. Edwards Award (2009)']"
43545.The_Once_and_Future_King,The Once and Future King,The Once and Future King-4,T.H. White,"['Fantasy', 'Classics', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Science Fiction Fantasy', 'Young Adult', 'Literature', 'Historical']","['Merlin', 'Sir Lancelot', 'Sir Mordred', 'Queen Guinevere', 'King Arthur']",639,Ace,10/28/58,['Tähtifantasia Award Nominee (2019)']
227711.I_Know_This_Much_Is_True,I Know This Much Is True,nan,Wally Lamb,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Adult Fiction', 'Mental Illness', 'Adult', 'Drama', 'Psychology', 'Literature']",[],897,ReganBooks,06/14/98,"['Audie Award for Fiction, Unabridged (2000)']"
14497.Neverwhere,Neverwhere,"London Below, The World of Neverwhere",Neil Gaiman,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Science Fiction', 'Adventure', 'Horror', 'Adult', 'Young Adult']","['Richard Mayhew', 'Door', 'Marquis de Carabas', 'Hunter', 'Mr. Croup', 'Mr. Vandemar', 'Islington', 'Jessica Bartram', 'Old Bailey']",370,William Morrow Paperbacks,09/16/96,"['Mythopoeic Fantasy Award Nominee for Adult Literature (1998)', 'Prix Julia Verlanger (1999)']"
1845.Into_the_Wild,Into the Wild,nan,Jon Krakauer,"['Nonfiction', 'Biography', 'Travel', 'Adventure', 'Classics', 'Memoir', 'Nature', 'Biography Memoir', 'School', 'Survival']",['Christopher McCandless'],207,Anchor Books,10/28/96,['Washington State Book Award (1997)']
28194.Inkheart,Inkheart,Inkworld,Cornelia Funke,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Magic', 'Books About Books', 'Young Adult Fantasy', 'Audiobook']","['Meggie Folchart', 'Mortimer Folchart', 'Elinor Loredan', 'Farid', 'Resa Folchart', 'Staubfinger', 'Capricorn']",563,Scholastic Paperbacks,09/23/03,"['Locus Award Nominee for Best Young Adult Book (2004)', ""Mythopoeic Fantasy Award Nominee for Children's Literature (2004)"", 'Zilveren Griffel (2006)', ""Grand Prix de l'Imaginaire Nominee for Roman jeunesse (2004)"", 'Nene Award (2009)', ""Flicker Tale Children's Book Award (2006)"", 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2004)', 'Phantastik-Preis der Stadt Wetzlar (2004)', 'Literaturpreis der Jury der jungen Leser for Kinderbuch (2004)']"
188572.The_Complete_Sherlock_Holmes,The Complete Sherlock Holmes,Sherlock Holmes-9,Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Short Stories', 'Detective', 'Literature', 'Mystery Thriller', 'Historical Fiction', 'Thriller']","['Charles Baskerville', 'Inspector Lestrade', 'Henry Baskerville', 'Irene Adler', 'James Moriarty', 'Mrs Hudson (Conan Doyle series)', 'John H. Watson, M.D.', 'Mycroft Holmes', 'Sherlock Holmes', 'Dr. John Watson']",1796,Bantam Classics,10/28/27,['Audie Award for Classic (2014)']
16981.Invisible_Man,Invisible Man,nan,Ralph Ellison,"['Classics', 'Fiction', 'Literature', 'African American', 'Race', 'Novels', 'Historical Fiction', 'School', 'American', 'Literary Fiction']","['Mr. Norton', 'Jim Trueblood', 'Dr. Hebert Bledsoe', 'Mary Rambo', 'Lucius Brockway', 'Brother Jack', 'Tod Clifton', 'Ras the Exhorter', 'Sybil (Invisible Man)', 'Unnamed Narrator']",581,Vintage,04/14/52,['National Book Award for Fiction (1953)']
